CanonicalId,OntologyType,SourceId,SourceSystem
rc7zkk2e,Image,b32886962/FILE_0063_OBJECTS,mets-image
j9cmrvd4,Image,b33016185/FILE_0059_OBJECTS,mets-image
shs79sxt,Work,b1088959,sierra-system-number
y8ed2mch,Image,b30523151/FILE_0470_OBJECTS,mets-image
gk4dr7t6,Work,1748648,sierra-system-number
c2wvhc9z,Item,b21137675,sierra-system-number
z2wdut5a,Image,b24869673/FILE_0442_OBJECTS,mets-image
sh8v5j3j,Image,b10004920/FILE_0164_OBJECTS,mets-image
wnxqkaer,Image,b31364457/FILE_0016_OBJECTS,mets-image
b2fmh6hj,Image,b21271227/FILE_0388_OBJECTS,mets-image
nkubk9v9,Image,b31358986/FILE_0271_OBJECTS,mets-image
krmkbnd3,Image,b29289506/FILE_0667_OBJECTS,mets-image
unzdmmp9,Image,b29347488/FILE_0659_OBJECTS,mets-image
kajmhm5g,Image,b29990798/FILE_0127_OBJECTS,mets-image
mdupvnat,Image,b30520769/FILE_0008_OBJECTS,mets-image
whkrumc6,Image,b28651984/FILE_0055_OBJECTS,mets-image
bwp3jmhv,Image,b30410010/FILE_0004_OBJECTS,mets-image
gfdajjsh,Image,b29010494/FILE_0346_OBJECTS,mets-image
ngr5vyt8,Work,b2164682,sierra-system-number
h5akxnfz,Subject,methodist new connexion,label-derived
db3gxuae,Work,1350659,sierra-system-number
hf8negv5,Image,b21084828/FILE_0115_OBJECTS,mets-image
npar9vtr,Image,b29723036/FILE_0111_OBJECTS,mets-image
hq4bjcde,Image,b29321049/FILE_0041_OBJECTS,mets-image
bme2p7xr,Image,b28711051/FILE_0356_OBJECTS,mets-image
r96r32vf,Image,b21060368/FILE_0322_OBJECTS,mets-image
p7x3ur22,Concept,n82068173,lc-names
ybpb3s2q,Image,b20407452/FILE_0307_OBJECTS,mets-image
u8v77fxd,Work,b2137407,sierra-system-number
pygc8ghz,Image,b29825131/FILE_0041_OBJECTS,mets-image
azjjg6xk,Image,b29158576/FILE_0002_OBJECTS,mets-image
r7ynf73y,Image,b21634981/FILE_0060_OBJECTS,mets-image
g3yhfs56,Image,b29952827/FILE_0002_OBJECTS,mets-image
ue6n7x5r,Item,i1043978x,sierra-system-number
cx889vac,Image,b21925215/FILE_0390_OBJECTS,mets-image
ynfynbcp,Image,b21132860/FILE_0130_OBJECTS,mets-image
dyk6vfbk,Image,b2193678x/FILE_0021_OBJECTS,mets-image
w65bqaba,Work,2043107,sierra-system-number
yz8438md,Image,b3348918x/FILE_0035_OBJECTS,mets-image
b2tg37gj,Work,2220961,sierra-system-number
nu67cjm7,Image,b16419479/FILE_0004_OBJECTS,mets-image
pdyafvxr,Image,b28267989/FILE_0624_OBJECTS,mets-image
j7qp3ecz,Image,b2475609x/FILE_0197_OBJECTS,mets-image
qtj2eyq9,Work,b27804446,sierra-system-number
rdz6tsga,Image,b24858444/FILE_0175_OBJECTS,mets-image
uw9t8p77,Image,b21164629/FILE_0146_OBJECTS,mets-image
nqt65n4h,Image,b18345384/FILE_0012_OBJECTS,mets-image
kfu9yttp,Image,b28110134/FILE_0429_OBJECTS,mets-image
jhqksf26,Image,b29412547/FILE_0029_OBJECTS,mets-image
npaymbjw,Work,b2233567,sierra-system-number
a4p9qayy,Image,b29303321/FILE_0018_OBJECTS,mets-image
ep3gy2n3,Image,b21303964/FILE_0124_OBJECTS,mets-image
devqhp92,Image,b29332837/FILE_0341_OBJECTS,mets-image
tjeqmu76,Image,b28066959/FILE_0237_OBJECTS,mets-image
x2u4j4v4,Image,b21033663/FILE_0345_OBJECTS,mets-image
xdmy3j9f,Image,b32170695/FILE_0070_OBJECTS,mets-image
r4725gnc,Image,b2106586x/FILE_0371_OBJECTS,mets-image
be8erkkj,Image,b21070611/FILE_0260_OBJECTS,mets-image
cgfkg3na,Image,b30505884/FILE_0685_OBJECTS,mets-image
epxgcwfr,Image,b18545269/FILE_0462_OBJECTS,mets-image
d3hyped4,Image,b21025290/FILE_0181_OBJECTS,mets-image
ns7zwhxw,Image,b10109420/FILE_0009_OBJECTS,mets-image
hs4tfrax,Image,b1313954x/FILE_0080_OBJECTS,mets-image
ee4tt8wj,Work,2744245,sierra-system-number
axaahf44,Image,b29725173/FILE_0173_OBJECTS,mets-image
xhnmt6xp,Image,b29327167/FILE_0321_OBJECTS,mets-image
efev8ymg,Image,b22370584/FILE_0010_OBJECTS,mets-image
e9k5pda8,Work,b20386382,sierra-system-number
ucmf26xx,Image,b21019939/FILE_0844_OBJECTS,mets-image
phtbdhmf,Image,b21717382/FILE_0167_OBJECTS,mets-image
bfe9pys8,Image,b21004870/FILE_0023_OBJECTS,mets-image
kqd46xzj,Image,b33279512/FILE_0316_OBJECTS,mets-image
gmf725vu,Image,b21506413/FILE_0281_OBJECTS,mets-image
z93vkjv2,Image,b30764002/FILE_0082_OBJECTS,mets-image
e6m346ug,Image,b30531482/FILE_0010_OBJECTS,mets-image
kbar4gu4,Image,b21471289/FILE_0003_OBJECTS,mets-image
m37t9unc,Work,C0022434,miro-image-number
zsmxgv6s,Work,b2819006,sierra-system-number
m9tuxgt4,Image,b29008402/FILE_0405_OBJECTS,mets-image
bgjh5wnq,Image,b29319389/FILE_0363_OBJECTS,mets-image
rn3h9zay,Image,b21006088/FILE_0233_OBJECTS,mets-image
qg2jpfmn,Item,1316520,sierra-system-number
fc5vdwhq,Image,b24937642/FILE_0392_OBJECTS,mets-image
yvbgkar2,Image,b28868420/FILE_0017_OBJECTS,mets-image
n7fxg98y,Image,b24965303/FILE_0088_OBJECTS,mets-image
vdb49b36,Image,b21118516/FILE_0207_OBJECTS,mets-image
cj6qbmkz,Image,b30039964/FILE_0013_OBJECTS,mets-image
gbcc4tp6,Image,b30456344/FILE_0140_OBJECTS,mets-image
vcd24ub4,Image,b28771758/FILE_0306_OBJECTS,mets-image
pzug2urc,Work,b1166066,sierra-system-number
xuh6tyfp,Image,b18523407/FILE_0102_OBJECTS,mets-image
yx8m59b2,Image,b24862204/FILE_0219_OBJECTS,mets-image
a8kkjswd,Image,b24875387/FILE_0435_OBJECTS,mets-image
yau23dnz,Work,b23961934,sierra-system-number
sy7d423a,Image,b29820637/FILE_0012_OBJECTS,mets-image
h527a783,Image,b29333258/FILE_0208_OBJECTS,mets-image
eqj2rsrh,Image,b30515166/FILE_0203_OBJECTS,mets-image
gdy6mpzs,Image,b33084385/FILE_1116_OBJECTS,mets-image
whn2t6vf,Work,b30268035,mets
rp88uywf,Image,b28072285/FILE_0118_OBJECTS,mets-image
erg6rty8,Image,b3079223x/FILE_0048_OBJECTS,mets-image
vpuuxfcx,Image,b21520033/FILE_0090_OBJECTS,mets-image
hv2bjcup,Work,b19906080,mets
gcbyjwze,Image,b21304312/FILE_0281_OBJECTS,mets-image
cv25ajm9,Image,b29244729/FILE_0075_OBJECTS,mets-image
srg9j8c6,Image,b29159350/FILE_0010_OBJECTS,mets-image
nrc45h75,Image,b21523824/FILE_0169_OBJECTS,mets-image
wux2cp58,Work,C0036501,miro-image-number
c3pbfkvu,Image,b22486124/FILE_0011_OBJECTS,mets-image
vj6fp2py,Image,b28129738/FILE_0437_OBJECTS,mets-image
ze95xt58,Item,i1370140x,sierra-system-number
fp2gpcdt,Image,b30511112/FILE_0071_OBJECTS,mets-image
mwwhknqw,Image,b22294521/FILE_0085_OBJECTS,mets-image
z2hrtbxc,Work,b23573831,sierra-system-number
jsvav9qd,Image,b29258959/FILE_0036_OBJECTS,mets-image
hkx8uje4,Image,b30528756/FILE_0206_OBJECTS,mets-image
xugmp8dc,Image,b29109760/FILE_0009_OBJECTS,mets-image
y35fspn4,Work,JDW/2/3/10/134,calm-ref-no
bvqubgj5,Concept,n  81049544,lc-names
uc4hz4jj,Image,b33022690/FILE_0381_OBJECTS,mets-image
h34ppjnk,Image,b19818506/FILE_0003_OBJECTS,mets-image
ksxt9ecb,Item,i19319873,sierra-system-number
krygqunz,Image,b10631963/FILE_0040_OBJECTS,mets-image
uftgurcj,Item,i13800590,sierra-system-number
cuds68xz,Subject,n50018187,lc-names
dttjqubx,Work,b28677535,sierra-system-number
rsudqfx8,Image,b21969048/FILE_0358_OBJECTS,mets-image
bggtgnzq,Item,i20325095,sierra-system-number
vc6qzwz2,Image,b22667623/FILE_0072_OBJECTS,mets-image
ewhe9gfm,Image,b21167850/FILE_0415_OBJECTS,mets-image
mxng44em,Image,b30410113/FILE_0252_OBJECTS,mets-image
r33q77ps,Image,b31969641/FILE_0004_OBJECTS,mets-image
tevkvyxr,Image,b2129818x/FILE_0006_OBJECTS,mets-image
txh46btw,Image,b21060204/FILE_0151_OBJECTS,mets-image
td2xpbck,Image,b20409539/FILE_0837_OBJECTS,mets-image
vnpz3m7n,Image,b22008202/FILE_0285_OBJECTS,mets-image
smtq2ygk,Image,b3168807x/FILE_0014_OBJECTS,mets-image
vhfju2aj,Image,b29906568/FILE_0031_OBJECTS,mets-image
ad9p83a3,Image,b21957307/FILE_0483_OBJECTS,mets-image
hdq96wxs,Image,b28124923/FILE_0666_OBJECTS,mets-image
h59zmj3d,Image,b33094895/FILE_0245_OBJECTS,mets-image
d72w62se,Image,b28739966/FILE_0421_OBJECTS,mets-image
vwb4c28m,Image,b21509499/FILE_0098_OBJECTS,mets-image
j9ve96bw,Item,i1456413,sierra-system-number
qv8srns4,Image,b33010687/FILE_0158_OBJECTS,mets-image
mtccn4k6,Image,b18405630/FILE_0093_OBJECTS,mets-image
vrg66p92,Image,b21023050/FILE_0292_OBJECTS,mets-image
wzfprmmc,Image,b21498180/FILE_0088_OBJECTS,mets-image
afw5mc5t,Image,b33026804/FILE_0335_OBJECTS,mets-image
mex6u252,Image,b22651925/FILE_0289_OBJECTS,mets-image
qauwn2dg,Image,b3041054x/FILE_0031_OBJECTS,mets-image
wrmmzqps,Image,b28406680/FILE_0106_OBJECTS,mets-image
ar39vzng,Image,b2487176x/FILE_0538_OBJECTS,mets-image
zbcyrxkb,Image,b24940987/FILE_0220_OBJECTS,mets-image
g975g2g4,Image,b12200979/FILE_0132_OBJECTS,mets-image
e7fjt3ab,Image,b11128471/FILE_0189_OBJECTS,mets-image
dz97z8ck,Work,b1188747,sierra-system-number
bhymmhbr,Image,b21143225/FILE_0375_OBJECTS,mets-image
xu4yfsjr,Image,b24870778/FILE_0438_OBJECTS,mets-image
g77j8emx,Image,b19060117/FILE_0248_OBJECTS,mets-image
mdjyr6bg,Image,b21129708/FILE_0161_OBJECTS,mets-image
k4eyu37a,Image,b21013597/FILE_0347_OBJECTS,mets-image
qzgnv2m9,Work,2432632,sierra-system-number
qt3y7kbg,Image,b21062602/FILE_0057_OBJECTS,mets-image
rqerbeay,Image,b21285718/FILE_0006_OBJECTS,mets-image
u52exfgc,Image,b30341681/FILE_0061_OBJECTS,mets-image
gcz2ym4r,Image,b19777486/FILE_0224_OBJECTS,mets-image
tpxnwmvv,Image,b19679713/FILE_0045_OBJECTS,mets-image
pfuje2rr,Image,b33291160/FILE_0482_OBJECTS,mets-image
w85w976r,Image,b29818333/FILE_0507_OBJECTS,mets-image
kjeyb2jq,Image,b28763920/FILE_0132_OBJECTS,mets-image
pfgdud4s,Image,b21046025/FILE_0088_OBJECTS,mets-image
huruag49,Image,b21029003/FILE_0493_OBJECTS,mets-image
jvekgwvk,Image,b21443993/FILE_0162_OBJECTS,mets-image
yhuc2u98,Image,b21208268/FILE_0099_OBJECTS,mets-image
dtzrcnpp,Image,b2876240x/FILE_0069_OBJECTS,mets-image
v3qnbdtv,Image,b21713224/FILE_0082_OBJECTS,mets-image
ek6g3378,Image,b33489336/FILE_0243_OBJECTS,mets-image
b6hnetzh,Image,b33094810/FILE_0467_OBJECTS,mets-image
hmgvmvfe,Image,b18390857/FILE_0190_OBJECTS,mets-image
r34cq7b6,Work,C0124109,miro-image-number
cvxffzj3,Image,b18291041/FILE_0061_OBJECTS,mets-image
gy24abdk,Work,b19216257,sierra-system-number
hqjc4td8,Image,b21015685/FILE_0226_OBJECTS,mets-image
sn8pj5xd,Image,b21937357/FILE_0024_OBJECTS,mets-image
bfr2v2fx,Concept,n85035223,lc-names
gafm4ayx,Image,b30414039/FILE_0358_OBJECTS,mets-image
dqjp4xej,Image,b28082370/FILE_0136_OBJECTS,mets-image
bmbkzmqd,Work,PPBOW/C/4/5/10,calm-ref-no
kw847scp,Work,2246124,sierra-system-number
rrg6dd8q,Work,b1043112,sierra-system-number
z84qb89m,Image,b18024014/FILE_0373_OBJECTS,mets-image
snyuvaqe,Image,b21922810/FILE_0269_OBJECTS,mets-image
yy92a2n9,Image,b19229616/FILE_0060_OBJECTS,mets-image
xqs6dubv,Work,W0039118,miro-image-number
wrspd5ck,Image,b20393180/FILE_0344_OBJECTS,mets-image
jymvmmrt,Work,b2034267,sierra-system-number
m8numj7c,Image,b20442506/FILE_0374_OBJECTS,mets-image
vz5f8vpc,Image,b33001625/FILE_0230_OBJECTS,mets-image
ssafygz9,Image,b24397982/FILE_0378_OBJECTS,mets-image
hp8xu4mx,Image,b30499677/FILE_0378_OBJECTS,mets-image
fyye9cf4,Image,b21055403/FILE_0047_OBJECTS,mets-image
evevaazk,Image,b21067466/FILE_0141_OBJECTS,mets-image
t67yd3b4,Image,b2491051x/FILE_0387_OBJECTS,mets-image
q7apxphg,Image,b30792393/FILE_0041_OBJECTS,mets-image
xp9yxd7h,Item,i19870577,sierra-system-number
fwjtf4xe,Image,b28112842/FILE_0095_OBJECTS,mets-image
begcgjqg,Image,b21516285/FILE_0029_OBJECTS,mets-image
x7443dh6,Image,b21146792/FILE_0329_OBJECTS,mets-image
zrbcar9y,Image,b30277164/FILE_0002_OBJECTS,mets-image
yg2qj6yw,Image,b18027027/FILE_0172_OBJECTS,mets-image
rbqaun9r,Image,b24391827/FILE_0103_OBJECTS,mets-image
su8qyb55,Image,b21111364/FILE_0063_OBJECTS,mets-image
mquf82e3,Image,b2892714x/FILE_0038_OBJECTS,mets-image
rtqr988p,Image,b21447986/FILE_0488_OBJECTS,mets-image
er4s874s,Image,b2117698x/FILE_0441_OBJECTS,mets-image
q3hswky8,Image,b20411364/FILE_0160_OBJECTS,mets-image
yxchgzug,Image,b21040667/FILE_0233_OBJECTS,mets-image
fnu8rfz2,Work,b1298689,sierra-system-number
r2pg8qcd,Image,b21357651/FILE_0496_OBJECTS,mets-image
ceeqbthm,Image,b28107500/FILE_0086_OBJECTS,mets-image
rfxcthpq,Image,b3005784x/FILE_0112_OBJECTS,mets-image
yx5uvp5j,Work,SAMWF/J/23/25,calm-ref-no
yh6rbpv5,Image,b21967520/FILE_0113_OBJECTS,mets-image
fnb7tv77,Image,b29330452/FILE_0150_OBJECTS,mets-image
yntugajf,Work,b18586892,sierra-system-number
apkkc2yv,Image,b21284738/FILE_0047_OBJECTS,mets-image
zryxnta3,Image,b21980172/FILE_0710_OBJECTS,mets-image
sv2ypgrh,Image,b32983189/FILE_0029_OBJECTS,mets-image
vtac4qkt,Item,i1914568,sierra-system-number
y3ahzg8e,Item,b21985030,sierra-system-number
jrdra9v5,Work,b2773591,sierra-system-number
utmtr7qe,Image,b18359395/FILE_0102_OBJECTS,mets-image
utk5hfek,Work,1177220,sierra-system-number
ctghm3zc,Image,b21505871/FILE_0157_OBJECTS,mets-image
kdhwxnhr,Image,b28054234/FILE_0477_OBJECTS,mets-image
x246mtfr,Image,b29334743/FILE_0180_OBJECTS,mets-image
hbd5ccah,Work,b22369090,sierra-system-number
d4hu8ccw,Image,b21450262/FILE_0015_OBJECTS,mets-image
mkdervaz,Image,b28122124/FILE_0088_OBJECTS,mets-image
xgzx47rn,Image,b32874923/FILE_0049_OBJECTS,mets-image
xkhnt95c,Work,b17464808,sierra-system-number
wrk6gn65,Image,b30324245/FILE_0010_OBJECTS,mets-image
rauq5gs5,Image,b30528604/FILE_0096_OBJECTS,mets-image
w3xvfav9,Image,b19845364/FILE_0057_OBJECTS,mets-image
fta9mqw8,Image,b30511380/FILE_0175_OBJECTS,mets-image
gskeb5sb,Image,b31907465/FILE_0003_OBJECTS,mets-image
bzn8y7d5,Work,bd41dcc9-d8c9-4df8-b397-ee3d6443fb7b,calm-record-id
fh7tzxv2,Image,b24937435/FILE_1728_OBJECTS,mets-image
amsh9tkn,Image,b21008504/FILE_0271_OBJECTS,mets-image
wvn9g83d,Image,b33288768/FILE_0536_OBJECTS,mets-image
zhh2bfrx,Image,b29302158/FILE_0148_OBJECTS,mets-image
y3y5b8g8,Image,b33096259/FILE_0117_OBJECTS,mets-image
ejemusxj,Image,b22391344/FILE_0060_OBJECTS,mets-image
rqtr6q6q,Image,b2813154x/FILE_0052_OBJECTS,mets-image
b42zm3tp,Work,b2748899,sierra-system-number
mffjueqr,Image,b33156232/FILE_0016_OBJECTS,mets-image
pbrrssws,Item,i1897708,sierra-system-number
kmczh7bx,Image,b21049567/FILE_0223_OBJECTS,mets-image
y8ezf63u,Image,b29798474/FILE_0009_OBJECTS,mets-image
nevd9jp3,Image,b20415588/FILE_0324_OBJECTS,mets-image
p7g2m95z,Image,b31856512/FILE_0185_OBJECTS,mets-image
jq54w2kb,Image,b21077320/FILE_0634_OBJECTS,mets-image
ctt6qya9,Image,b21217324/FILE_0008_OBJECTS,mets-image
b4mtdcze,Work,b1638064,sierra-system-number
e9e9cbac,Work,b13742590,sierra-system-number
g3jrsjr5,Work,1816451,sierra-system-number
en3b9cne,Image,b30414611/FILE_0614_OBJECTS,mets-image
a2ftxsqc,Image,b31350872/FILE_0106_OBJECTS,mets-image
t94v224w,Image,b28145549/FILE_0063_OBJECTS,mets-image
xhp48tcq,Image,b22042854/FILE_0323_OBJECTS,mets-image
vvhupwbw,Image,b28716346/FILE_0249_OBJECTS,mets-image
rpbg3vtr,Image,b31815534/FILE_0018_OBJECTS,mets-image
jnxvah76,Item,1354659,sierra-system-number
dj5dsuc9,Image,b21218274/FILE_0582_OBJECTS,mets-image
g9myknwd,Image,b21216575/FILE_0053_OBJECTS,mets-image
pcbphfan,Image,b21020206/FILE_0448_OBJECTS,mets-image
kbmyyu8h,Image,b28134151/FILE_0279_OBJECTS,mets-image
uvjhe5sy,Image,b28954531/FILE_0019_OBJECTS,mets-image
ww6329yq,Image,b18036107/FILE_0416_OBJECTS,mets-image
kpmz7v73,Image,b21206594/FILE_0263_OBJECTS,mets-image
fjv38m2u,Image,b30524209/FILE_0075_OBJECTS,mets-image
dh9k7ys7,Work,b2513206,sierra-system-number
mc5bqr8n,Image,b24750189/FILE_0522_OBJECTS,mets-image
jjx8xwmg,Image,b33282249/FILE_0253_OBJECTS,mets-image
dt53cfcb,Image,b18471018/FILE_0011_OBJECTS,mets-image
ys95c7j6,Image,b21513454/FILE_0526_OBJECTS,mets-image
meeyc7sc,Image,b28077350/FILE_0338_OBJECTS,mets-image
vavawa33,Work,b17326965,sierra-system-number
uqr235yt,Work,b27429301,sierra-system-number
q5bp3gzc,Image,b28060362/FILE_0250_OBJECTS,mets-image
xdy9bwdk,Image,b22042945/FILE_0860_OBJECTS,mets-image
bqvx6py2,Work,b1293883,sierra-system-number
yrdae2jx,Image,b30510697/FILE_0033_OBJECTS,mets-image
d7adxtn3,Image,b2812733x/FILE_0108_OBJECTS,mets-image
yznugknq,Image,b24976854/FILE_0208_OBJECTS,mets-image
bu4ww6tu,Work,b1291446,sierra-system-number
wmkcvtj6,Image,b2486870x/FILE_0187_OBJECTS,mets-image
gv8a8qhq,Image,b31810457/FILE_0149_OBJECTS,mets-image
uzawn2hu,Image,b29916690/FILE_0008_OBJECTS,mets-image
m5c2u4ud,Image,b21175172/FILE_0423_OBJECTS,mets-image
qrur9zp8,Image,b24868127/FILE_0632_OBJECTS,mets-image
ghuv8juc,Image,b19349385/FILE_0161_OBJECTS,mets-image
yccf88zu,Work,b22837760,sierra-system-number
pxnxq5y2,Image,b33028916/FILE_0067_OBJECTS,mets-image
me5jenss,Image,b21944775/FILE_0018_OBJECTS,mets-image
ddmz5f3v,Image,b21198007/FILE_0090_OBJECTS,mets-image
rv8r9ax2,Image,b32173957/FILE_0041_OBJECTS,mets-image
dh97bst3,Image,b29821460/FILE_0293_OBJECTS,mets-image
xdvgzbhs,Image,b31364135/FILE_0060_OBJECTS,mets-image
vtrnm75r,Image,b29329693/FILE_0002_OBJECTS,mets-image
wjzsdqqt,Image,b28647294/FILE_0006_OBJECTS,mets-image
gncyugex,Work,b22318197,sierra-system-number
k3nva7w2,Image,b21521128/FILE_0101_OBJECTS,mets-image
yscewarv,Image,b21539728/FILE_0057_OBJECTS,mets-image
zvynnjrv,Image,b21040874/FILE_0240_OBJECTS,mets-image
zmtu5emu,Image,b28099746/FILE_0343_OBJECTS,mets-image
u8udjrc4,Work,2916930,sierra-system-number
m7pzd3k9,Image,b24955899/FILE_0245_OBJECTS,mets-image
vxcpj7vt,Image,b30410174/FILE_0302_OBJECTS,mets-image
mtx24d76,Image,b21893019/FILE_0093_OBJECTS,mets-image
mkprxjc3,Image,b21515311/FILE_0094_OBJECTS,mets-image
wq6raqda,Image,b21724805/FILE_0127_OBJECTS,mets-image
cfzcw53t,Work,M0008580,miro-image-number
hsbj2xmj,Image,b21515736/FILE_0086_OBJECTS,mets-image
jafywn98,Image,b24886889/FILE_0302_OBJECTS,mets-image
tk9b26qh,Image,b21703267/FILE_1060_OBJECTS,mets-image
v6rt7rvx,Image,b24932115/FILE_0015_OBJECTS,mets-image
xw7ah2ec,Image,b2485296x/FILE_0002_OBJECTS,mets-image
fgxa6bs7,Image,b20152267/FILE_0027_OBJECTS,mets-image
rpwfw9s5,Image,b18762153/FILE_1134_OBJECTS,mets-image
wfna6p7k,Image,b18841740/FILE_0300_OBJECTS,mets-image
e3agsbxc,Image,b30140559/FILE_0018_OBJECTS,mets-image
d9anfwp4,Work,b31247544,sierra-system-number
dqter6jq,Image,b33009028/FILE_0113_OBJECTS,mets-image
y46ardka,Image,b24851899/FILE_0172_OBJECTS,mets-image
qs8vd68r,Image,b30330452/FILE_0113_OBJECTS,mets-image
r48ry2x8,Image,b33083551/FILE_0262_OBJECTS,mets-image
ma9g9wxu,Image,b21925999/FILE_0243_OBJECTS,mets-image
zb8c8qw5,Image,b21122519/FILE_0019_OBJECTS,mets-image
fjftez9a,Image,b28651571/FILE_0053_OBJECTS,mets-image
racgrbkw,Image,b18491248/FILE_0734_OBJECTS,mets-image
hp86bap9,Image,b28717387/FILE_0307_OBJECTS,mets-image
bfxgrv65,Image,b28976630/FILE_0194_OBJECTS,mets-image
bxpzea7f,Image,b22287632/FILE_0065_OBJECTS,mets-image
gaxxjfwz,Image,b21221492/FILE_0671_OBJECTS,mets-image
ksuumsdr,Image,b29812148/FILE_0034_OBJECTS,mets-image
bqwukzut,Image,b3050434x/FILE_0034_OBJECTS,mets-image
t58u33up,Image,b24869405/FILE_0325_OBJECTS,mets-image
zndnr855,Image,b29810139/FILE_0315_OBJECTS,mets-image
f554d6g2,Work,b29115796,mets
pmw2zwna,Image,b29289324/FILE_0707_OBJECTS,mets-image
c8mxga8g,Image,b31688433/FILE_0075_OBJECTS,mets-image
eehbe6mq,Image,b28756800/FILE_0047_OBJECTS,mets-image
rtye8s5v,Image,b30467263/FILE_0020_OBJECTS,mets-image
z5xxstnv,Image,b29809617/FILE_0101_OBJECTS,mets-image
qhsz4vtm,Subject,"fertility, human",label-derived
nfcmjvuy,Image,b29976947/FILE_0109_OBJECTS,mets-image
k57rkd8d,Image,b30541347/FILE_0143_OBJECTS,mets-image
hexmxg6c,Image,b29325766/FILE_0146_OBJECTS,mets-image
ekkmxqmy,Work,2722877,sierra-system-number
mmyw6rf6,Image,b18034627/FILE_0208_OBJECTS,mets-image
w3gtppvh,Image,b32174810/FILE_0126_OBJECTS,mets-image
juzecg4t,Image,b28102186/FILE_0396_OBJECTS,mets-image
xhh88wtg,Image,b28777025/FILE_0178_OBJECTS,mets-image
d7puqgnt,Image,b22350494/FILE_0007_OBJECTS,mets-image
hb2jge3f,Work,b15999889,sierra-system-number
hksdrzec,Image,b19322847/FILE_0635_OBJECTS,mets-image
my2a97mr,Image,b21718799/FILE_0146_OBJECTS,mets-image
fukschrw,Image,b29185579/FILE_0019_OBJECTS,mets-image
wa4u9rqx,Work,b25910437,sierra-system-number
bjxtht2a,Image,b21270673/FILE_0037_OBJECTS,mets-image
c7q7zpac,Item,i18010283,sierra-system-number
anss38ce,Image,b28061986/FILE_0291_OBJECTS,mets-image
an5wm5xa,Work,16d3003d-a2c0-48ba-9700-f63f382f90bc,calm-record-id
vjzzpgjz,Image,b21506954/FILE_0371_OBJECTS,mets-image
ajb47qap,Image,b21211176/FILE_0795_OBJECTS,mets-image
wxyyfgm8,Image,b1816576x/FILE_0009_OBJECTS,mets-image
r8tq5s7t,Image,b24870717/FILE_0270_OBJECTS,mets-image
zh5vx2bk,Image,b18354920/FILE_0020_OBJECTS,mets-image
djbhe4b6,Image,b21447159/FILE_0009_OBJECTS,mets-image
fh7zwpyk,Image,b3302487x/FILE_0158_OBJECTS,mets-image
tvp9e5gg,Image,b21291767/FILE_0541_OBJECTS,mets-image
au2rptv5,Image,b21512474/FILE_0564_OBJECTS,mets-image
w8adsr7j,Work,b2035323,sierra-system-number
deeg536b,Image,b30323058/FILE_0163_OBJECTS,mets-image
u6chvse2,Work,1398195,sierra-system-number
up29exuj,Image,b33285615/FILE_0329_OBJECTS,mets-image
sftwy8wk,Image,b21454620/FILE_0159_OBJECTS,mets-image
h2y9rr26,Image,b31484268/FILE_0051_OBJECTS,mets-image
xvvcpauh,Image,b32170695/FILE_0521_OBJECTS,mets-image
vd79fdxm,Image,b22654513/FILE_0771_OBJECTS,mets-image
adjph6fs,Image,b22378820/FILE_0016_OBJECTS,mets-image
cztdngqy,Image,b28648377/FILE_0009_OBJECTS,mets-image
sxeadknr,Image,b21216113/FILE_0009_OBJECTS,mets-image
exdn6gxx,Image,b29227069/FILE_0316_OBJECTS,mets-image
pu2kj8zr,Image,b19740347/FILE_0122_OBJECTS,mets-image
mbyjhn9x,Work,2074808,sierra-system-number
rvbvhmrb,Work,2906353,sierra-system-number
y52y5379,Image,b21525055/FILE_0194_OBJECTS,mets-image
uys6479k,Image,b28139501/FILE_0545_OBJECTS,mets-image
f6nqa44v,Image,b22268996/FILE_0212_OBJECTS,mets-image
nhvnj62d,Work,b29322558,sierra-system-number
pqhgyhhw,Image,b30242721/FILE_0005_OBJECTS,mets-image
uawqgty8,Image,b24748493/FILE_0511_OBJECTS,mets-image
gcumn52m,Image,b18581572/FILE_0024_OBJECTS,mets-image
w9vsfz6a,Image,b21781977/FILE_0300_OBJECTS,mets-image
emz3de9c,Image,b3033472x/FILE_0060_OBJECTS,mets-image
tmh5zmm6,Subject,no2011153632,lc-names
mkh6sczq,Image,b1799892x/FILE_0071_OBJECTS,mets-image
z3j489p5,Work,b2083562,sierra-system-number
zgfmxf3d,Image,b22397590/FILE_0059_OBJECTS,mets-image
bnqdgq2e,Concept,voyages and travels - great britain - early works to 1800,label-derived
ayrbpdvk,Image,b18321859/FILE_0055_OBJECTS,mets-image
fkdbnk7x,Image,b33089012/FILE_0435_OBJECTS,mets-image
xmf2urh8,Item,1030573,sierra-system-number
dgeju2e2,Image,b28768218/FILE_0139_OBJECTS,mets-image
judqc7we,Item,i17282147,sierra-system-number
n44g7j6z,Image,b2933486x/FILE_0243_OBJECTS,mets-image
ebpwg4s6,Work,ebs13549094e,ebsco-alt-lookup
rpzqex9h,Image,b28646174/FILE_0071_OBJECTS,mets-image
afysq6cp,Work,b29299469,mets
ww4ne9h5,Image,b2475674x/FILE_0612_OBJECTS,mets-image
jxhpksjq,Image,b21950623/FILE_0125_OBJECTS,mets-image
pzsdxza6,Work,b28978912,sierra-system-number
j4pyp2yb,Image,b24863270/FILE_0746_OBJECTS,mets-image
