CanonicalId,OntologyType,SourceId,SourceSystem
pvnz2rhk,Image,b33008309/FILE_0103_OBJECTS,mets-image
tzat2gzv,Image,b2493804x/FILE_0497_OBJECTS,mets-image
ythkd63f,Image,b18181235/FILE_0146_OBJECTS,mets-image
rzwzmv6z,Image,b28771023/FILE_0351_OBJECTS,mets-image
zgjegxus,Image,b24860128/FILE_0214_OBJECTS,mets-image
ce3duecb,Image,b22352302/FILE_0001_OBJECTS,mets-image
cjcvq6rw,Image,b21985728/FILE_0259_OBJECTS,mets-image
dcqju2a5,Image,b21217506/FILE_0342_OBJECTS,mets-image
pbghfa56,Image,b21919021/FILE_0034_OBJECTS,mets-image
zg6xfpxt,Concept,n85801962,lc-names
g6uw53rv,Image,b18970163/FILE_0008_OBJECTS,mets-image
kt4dhsxx,Concept,n98801365,library-of-congress-names
cetbf27n,Image,b18344379/FILE_0316_OBJECTS,mets-image
dkktp8au,Image,b18025882/FILE_0382_OBJECTS,mets-image
gvxhvzhx,Work,2506923,sierra-system-number
vvthfxgm,Work,b2166502,sierra-system-number
d9zdcu67,Image,b32730299/FILE_0236_OBJECTS,mets-image
dqsewgwj,Image,b33159397/FILE_0116_OBJECTS,mets-image
nwgbfegs,Image,b30292670/FILE_0054_OBJECTS,mets-image
a74w9y8r,Image,b2929826x/FILE_0055_OBJECTS,mets-image
n969xtt2,Image,b29777896/FILE_0207_OBJECTS,mets-image
tpqc9mx2,Image,b28078408/FILE_0464_OBJECTS,mets-image
qejp7593,Image,b33015363/FILE_0412_OBJECTS,mets-image
cvfw5n5u,Item,i1740851,sierra-system-number
xfkc52gr,Image,b24945936/FILE_0294_OBJECTS,mets-image
drg5emzd,Image,b21894449/FILE_0108_OBJECTS,mets-image
cqr97fey,Concept,n  98070330,lc-names
k5urnfaa,Work,b28814770,mets
f99vyhvc,Image,b31362266/FILE_0181_OBJECTS,mets-image
pgcbt8yj,Image,b33290040/FILE_0047_OBJECTS,mets-image
fds35ysv,Image,b31713920/FILE_0192_OBJECTS,mets-image
x7ruff7a,Item,i16040582,sierra-system-number
v9znbam4,Image,b12196095/FILE_0261_OBJECTS,mets-image
cpgbp55c,Item,1578260,sierra-system-number
a6hwftbt,Image,b30517849/FILE_0220_OBJECTS,mets-image
wzr9pe4u,Image,b21508240/FILE_0218_OBJECTS,mets-image
ebnep8ap,Image,b21924867/FILE_0068_OBJECTS,mets-image
jbcwdz47,Work,b1958503,sierra-system-number
a6dj2cn9,Work,b23253423,sierra-system-number
u8r7uk5q,Work,1915603,sierra-system-number
tfyybztk,Image,b21914205/FILE_0026_OBJECTS,mets-image
z8tsbpu6,Image,b19362626/FILE_0091_OBJECTS,mets-image
ch3tv9g5,Image,b21284325/FILE_0162_OBJECTS,mets-image
f8udggwu,Image,b24749813/FILE_0066_OBJECTS,mets-image
jc2ykxew,Work,b2310326,sierra-system-number
pey7bwdc,Image,b21942535/FILE_0261_OBJECTS,mets-image
w67tu2mw,Work,1009992,sierra-system-number
n5v3h3ve,Image,b30518167/FILE_0175_OBJECTS,mets-image
nysk6yja,Image,b22654306/FILE_0522_OBJECTS,mets-image
j9tk9ekm,Image,b21303502/FILE_0321_OBJECTS,mets-image
qev655tp,Image,b18106948/FILE_0169_OBJECTS,mets-image
aee4rddt,Image,b22656832/FILE_0163_OBJECTS,mets-image
rzgj5sq2,Image,b29325729/FILE_0356_OBJECTS,mets-image
zhew8v5c,Image,b29532425/FILE_0001_OBJECTS,mets-image
hn6tfygm,Image,b22656753/FILE_0022_OBJECTS,mets-image
tst5266h,Concept,n  84806103,lc-names
hgn4rwet,Image,b21920126/FILE_0129_OBJECTS,mets-image
wdspje3v,Image,b2019805x/FILE_0179_OBJECTS,mets-image
y99s9bq3,Image,b28939232/FILE_0102_OBJECTS,mets-image
x5rdc3pj,Item,i11795244,sierra-system-number
sf5avqup,Work,2655983,sierra-system-number
zd3zxcbj,Image,b24976234/FILE_0058_OBJECTS,mets-image
y7ctdeqa,Image,b24725705/FILE_0713_OBJECTS,mets-image
p9z7wv2k,Work,2253829,sierra-system-number
x5xr2gnz,Image,b21210457/FILE_0156_OBJECTS,mets-image
e8ecgphf,Image,b21303046/FILE_0264_OBJECTS,mets-image
tzdp2znm,Image,b21290581/FILE_0228_OBJECTS,mets-image
vjdqs66c,Image,b30259642/FILE_0045_OBJECTS,mets-image
dprb7z7v,Image,b21005837/FILE_0259_OBJECTS,mets-image
kec98wfa,Image,b21780250/FILE_0485_OBJECTS,mets-image
d7vjygs5,Image,b29409135/FILE_0043_OBJECTS,mets-image
y594spw8,Image,b21204275/FILE_0452_OBJECTS,mets-image
xa33tyx2,Image,b24391542/FILE_1391_OBJECTS,mets-image
h8n5qkav,Image,b30514009/FILE_0242_OBJECTS,mets-image
mb6r5yme,Image,b31348890/FILE_0073_OBJECTS,mets-image
nyjawnmu,Image,b20402739/FILE_0252_OBJECTS,mets-image
ffhraaqw,Image,b19853877/FILE_0005_OBJECTS,mets-image
dh3htgsh,Image,b2097484x/FILE_0086_OBJECTS,mets-image
y5j6nbgt,Image,b18028299/FILE_0160_OBJECTS,mets-image
cr48p353,Work,1014043,sierra-system-number
wegaxed3,Work,1022060,sierra-system-number
vshmsqep,Image,b30607243/FILE_0103_OBJECTS,mets-image
fn5z8stt,Image,b16237559/FILE_0033_OBJECTS,mets-image
taun4hed,Image,b30745573/FILE_0004_OBJECTS,mets-image
twur4umf,Image,b21148910/FILE_0347_OBJECTS,mets-image
w3hdjyq9,Work,1204114,sierra-system-number
ganfdgnk,Image,b18022169/FILE_0503_OBJECTS,mets-image
due4588d,Image,b20425399/FILE_0559_OBJECTS,mets-image
ezwj5gjh,Image,b18025602/FILE_0236_OBJECTS,mets-image
xqat55y4,Image,b30386901/FILE_0024_OBJECTS,mets-image
avy4zxgw,Image,b18181090/FILE_0075_OBJECTS,mets-image
b45984un,Item,1500441,sierra-system-number
tsne2ra3,Image,b18185708/FILE_0097_OBJECTS,mets-image
ef4nxstx,Image,b3217813x/FILE_0194_OBJECTS,mets-image
gguzvtqx,Image,b21949669/FILE_0241_OBJECTS,mets-image
gh7svsnp,Image,b28062243/FILE_0121_OBJECTS,mets-image
fscavaut,Image,b18947001/FILE_0218_OBJECTS,mets-image
mr6hhmsm,Image,b24906207/FILE_0029_OBJECTS,mets-image
mxe2t7yz,Image,b32989507/FILE_0009_OBJECTS,mets-image
hak6gr9x,Image,b21002800/FILE_0356_OBJECTS,mets-image
fjhyt6xc,Image,b24948597/FILE_0566_OBJECTS,mets-image
tghrpt2c,Image,b29104622/FILE_0051_OBJECTS,mets-image
m37849g9,Image,b29277905/FILE_0008_OBJECTS,mets-image
bkx2kmef,Image,b31344628/FILE_0355_OBJECTS,mets-image
jrts3232,Work,b2344935,sierra-system-number
w8cg4q58,Item,1814626,sierra-system-number
g6zrvbpp,Image,b29797391/FILE_0015_OBJECTS,mets-image
ntj59q73,Image,b20417305/FILE_0374_OBJECTS,mets-image
yy4kpp6t,Image,b24873676/FILE_0374_OBJECTS,mets-image
kjebwsu2,Image,b32179327/FILE_0411_OBJECTS,mets-image
ysfuegsv,Image,b21016045/FILE_0015_OBJECTS,mets-image
bz7n345v,Image,b33291871/FILE_0516_OBJECTS,mets-image
n3ke3ak9,Image,b21273996/FILE_0357_OBJECTS,mets-image
nhx63hjf,Image,b11142546/FILE_0071_OBJECTS,mets-image
p4fsmncd,Image,b21941397/FILE_0163_OBJECTS,mets-image
qgu8wtn8,Image,b21030613/FILE_0344_OBJECTS,mets-image
w299rmcb,Image,b21069645/FILE_0170_OBJECTS,mets-image
qcw6p4zn,Image,b33282249/FILE_0201_OBJECTS,mets-image
g6gnt43n,Image,b30457518/FILE_0067_OBJECTS,mets-image
xgyxx6uv,Image,b21531857/FILE_0560_OBJECTS,mets-image
npde63k3,Image,b28075171/FILE_0062_OBJECTS,mets-image
t7ye887y,Image,b24871837/FILE_0037_OBJECTS,mets-image
g8ue55at,Image,b20388391/FILE_0180_OBJECTS,mets-image
jqchgfy9,Image,b21231163/FILE_0300_OBJECTS,mets-image
g55tdxjx,Image,b21079250/FILE_0086_OBJECTS,mets-image
ez2fnjq7,Image,b29340111/FILE_0364_OBJECTS,mets-image
hss2c4zf,Work,b1707006,sierra-system-number
nzr9edj5,Image,b2039858x/FILE_0145_OBJECTS,mets-image
keueyexs,Image,b28083398/FILE_0217_OBJECTS,mets-image
h3r5m656,Image,b21306825/FILE_0549_OBJECTS,mets-image
btyx2vbh,Image,b22462673/FILE_0054_OBJECTS,mets-image
c6bm28ku,Item,i17541906,sierra-system-number
gjhjqj6x,Item,1395624,sierra-system-number
xvuzs9nv,Image,b30499860/FILE_0118_OBJECTS,mets-image
d3uc9nuh,Image,b21460334/FILE_0314_OBJECTS,mets-image
kjgmfrb3,Image,b30039484/FILE_0006_OBJECTS,mets-image
thpp4688,Image,b21640981/FILE_0355_OBJECTS,mets-image
uygv4ak4,Image,b21443609/FILE_0541_OBJECTS,mets-image
fybht47w,Image,b28107408/FILE_0105_OBJECTS,mets-image
ssz3j2y6,Image,b30450020/FILE_0022_OBJECTS,mets-image
qseghe9s,Image,b3134835x/FILE_0115_OBJECTS,mets-image
tp73z6ek,Work,b11771033,sierra-system-number
h7jqq9ga,Image,b21962790/FILE_0073_OBJECTS,mets-image
e7zxjncm,Image,b21123068/FILE_0088_OBJECTS,mets-image
w9q9n2eq,Image,b21713868/FILE_0735_OBJECTS,mets-image
vn65z7y6,Image,b11197857/FILE_0048_OBJECTS,mets-image
mkqpdxa8,Image,b21029209/FILE_0462_OBJECTS,mets-image
tr346jun,Item,i1788949,sierra-system-number
k7bgaygm,Item,i13303612,sierra-system-number
ak6jrjk8,Image,b21007159/FILE_0080_OBJECTS,mets-image
f79nue2h,Item,i18215671,sierra-system-number
jxxu2s7u,Image,b28069079/FILE_0052_OBJECTS,mets-image
f2xhxffh,Image,b28056644/FILE_0353_OBJECTS,mets-image
vwmzfnkz,Work,b1848893,sierra-system-number
rukmdaaz,Image,b28079383/FILE_0203_OBJECTS,mets-image
hhrstqpa,Image,b3309889x/FILE_1036_OBJECTS,mets-image
m5s9dc6v,Image,b31951156/FILE_0011_OBJECTS,mets-image
hxtem3tg,Image,b30472817/FILE_0046_OBJECTS,mets-image
rjagwu95,Image,b33021156/FILE_0264_OBJECTS,mets-image
wyu29jn2,Work,b1831867,sierra-system-number
gzx3h8wy,Image,b22274637/FILE_0067_OBJECTS,mets-image
b2ycbnsh,Image,b31873856/FILE_0235_OBJECTS,mets-image
vjg5bv3w,Image,b22313308/FILE_0042_OBJECTS,mets-image
j6ztr2gt,Image,b21645759/FILE_0004_OBJECTS,mets-image
q428xsbb,Image,b30467044/FILE_0460_OBJECTS,mets-image
ne94t9vw,Work,b23805389,sierra-system-number
bnt3ahm2,Image,b21079262/FILE_0184_OBJECTS,mets-image
b4247jzz,Image,b21298798/FILE_0222_OBJECTS,mets-image
ezntma5s,Work,2310330,sierra-system-number
nsv2qj73,Work,2739216,sierra-system-number
yj5rrn9t,Image,b28083726/FILE_0221_OBJECTS,mets-image
fzp665dq,Work,b22421841,sierra-system-number
q3tv24yg,Image,b21778899/FILE_0057_OBJECTS,mets-image
b8rbcxht,Image,b32819766/FILE_0803_OBJECTS,mets-image
sa2xrjsk,Image,b21212478/FILE_0231_OBJECTS,mets-image
z6vcd8dg,Image,b33028746/FILE_0056_OBJECTS,mets-image
yw2ypfhz,Image,b30412924/FILE_0398_OBJECTS,mets-image
byg5sju9,Image,b18418508/FILE_0264_OBJECTS,mets-image
tcyu9t46,Image,b23982020/FILE_0151_OBJECTS,mets-image
r5z3ead7,Image,b28062814/FILE_0166_OBJECTS,mets-image
y3ghvfq2,Work,b16902713,sierra-system-number
y5uhcv5t,Image,b30510673/FILE_0795_OBJECTS,mets-image
fkzchkyh,Image,b21517162/FILE_0099_OBJECTS,mets-image
ddh83fd4,Image,b29008645/FILE_0035_OBJECTS,mets-image
yxwwd44h,Image,b22661761/FILE_0232_OBJECTS,mets-image
ebpjvtmt,Image,b29132629/FILE_0113_OBJECTS,mets-image
e8d3qggq,Image,b3165034x/FILE_0030_OBJECTS,mets-image
t68tnn33,Image,b28086077/FILE_0252_OBJECTS,mets-image
qdue4z7u,Image,b21154016/FILE_0063_OBJECTS,mets-image
ukt3vp76,Image,b21470303/FILE_0176_OBJECTS,mets-image
jdppz3f6,Image,b29334019/FILE_0432_OBJECTS,mets-image
hr5xrbhu,Item,b2129799x,sierra-system-number
xpx5tkk3,Image,b2170353x/FILE_0404_OBJECTS,mets-image
v8r2q46f,Image,b2494354x/FILE_0429_OBJECTS,mets-image
kwpskxvs,Image,b28093690/FILE_0283_OBJECTS,mets-image
hwdmfn2t,Image,b21443051/FILE_0244_OBJECTS,mets-image
ubajzzqw,Item,i1601500,sierra-system-number
drqb5ers,Work,b3033231x,sierra-system-number
fg67n5s6,Image,b31408734/FILE_0234_OBJECTS,mets-image
vdfj9vv9,Image,b21013445/FILE_0163_OBJECTS,mets-image
urrvdxq2,Image,b30323459/FILE_0507_OBJECTS,mets-image
zwps6953,Image,b28745541/FILE_0008_OBJECTS,mets-image
hng5hd9h,Image,b30524283/FILE_0281_OBJECTS,mets-image
j4actsee,Image,b29290600/FILE_0030_OBJECTS,mets-image
t2yczsd5,Image,b2239686x/FILE_0005_OBJECTS,mets-image
cqsaz8g8,Work,ebs1556176e,ebsco-alt-lookup
c9fx63b6,Image,b18036363/FILE_0087_OBJECTS,mets-image
vf8erfcy,Item,i13409189,sierra-system-number
ss577chu,Image,b3171156x/FILE_0121_OBJECTS,mets-image
gycqqrxp,Image,b2870860x/FILE_0001_OBJECTS,mets-image
hn73jqz4,Image,b10549018/FILE_0341_OBJECTS,mets-image
vzu3twrb,Image,b30336168/FILE_0233_OBJECTS,mets-image
uyc5ckx8,Work,b25466501,sierra-system-number
mhtkd5ex,Image,b12201534/FILE_0644_OBJECTS,mets-image
m48f99yr,Image,b12661442/FILE_0048_OBJECTS,mets-image
dwafbmum,Image,b21710764/FILE_0186_OBJECTS,mets-image
nsda596n,Image,b19816212/FILE_0104_OBJECTS,mets-image
maf5da6r,Image,b18573757/FILE_0235_OBJECTS,mets-image
b928wtgu,Image,b18245900/FILE_0177_OBJECTS,mets-image
uzd37cue,Image,b18457745/FILE_0009_OBJECTS,mets-image
gsgneakf,Image,b30592859/FILE_0003_OBJECTS,mets-image
xz2svpxh,Work,b1191908,sierra-system-number
x3842nzg,Image,b28118157/FILE_0215_OBJECTS,mets-image
akxwjtv3,Image,b28052778/FILE_0390_OBJECTS,mets-image
zufbq682,Image,b32740268/FILE_0838_OBJECTS,mets-image
kad265dq,Image,b12953908/FILE_0504_OBJECTS,mets-image
sfwn5vhs,Image,b18165874/FILE_0092_OBJECTS,mets-image
fw3xtb8b,Item,b23807684,sierra-system-number
ecptrtxr,Image,b21077277/FILE_0039_OBJECTS,mets-image
mvh7p6de,Image,b24924684/FILE_0017_OBJECTS,mets-image
xpyfkrp7,Image,b20161074/FILE_0265_OBJECTS,mets-image
d9fb7dbc,Image,b30320926/FILE_0394_OBJECTS,mets-image
pfg4b7u6,Image,b28705610/FILE_0091_OBJECTS,mets-image
yq5kn3b3,Image,b2472533x/FILE_0385_OBJECTS,mets-image
kf7teaf4,Work,b1657615,sierra-system-number
hh7wjv9w,Image,b29280990/FILE_0180_OBJECTS,mets-image
rbf8sdcv,Image,b30511756/FILE_0070_OBJECTS,mets-image
s83caqr7,Image,b21980172/FILE_0738_OBJECTS,mets-image
c2rgbjjx,Image,b10108129/FILE_0220_OBJECTS,mets-image
bvyzbnxp,Image,b21171762/FILE_0291_OBJECTS,mets-image
w6h3p6bq,Image,b24750025/FILE_0482_OBJECTS,mets-image
wwxds3bh,Image,b30304064/FILE_0012_OBJECTS,mets-image
egjzffaf,Image,b20416179/FILE_0226_OBJECTS,mets-image
xsxdhkpd,Image,b20221216/FILE_0053_OBJECTS,mets-image
skgxdjxy,Image,b29295932/FILE_0202_OBJECTS,mets-image
z6q76sgc,Image,b30502135/FILE_0193_OBJECTS,mets-image
jf7k5pf7,Image,b2874357x/FILE_0008_OBJECTS,mets-image
nsbu5wmw,Image,b21505457/FILE_0012_OBJECTS,mets-image
ybuu82js,Work,b1155022,sierra-system-number
eycfpm26,Image,b29327635/FILE_0274_OBJECTS,mets-image
pregr3q3,Image,b10617085/FILE_0140_OBJECTS,mets-image
qzhdgmbs,Image,b21130760/FILE_0729_OBJECTS,mets-image
qhdfy2np,Image,b18557843/FILE_0002_OBJECTS,mets-image
qrcdnm28,Image,b19342652/FILE_0063_OBJECTS,mets-image
asbxhec5,Image,b19770753/FILE_0020_OBJECTS,mets-image
xbjuux36,Image,b21919598/FILE_0226_OBJECTS,mets-image
knuub4ej,Image,b2169123x/FILE_0284_OBJECTS,mets-image
k62n2rsm,Image,b19149967/FILE_0094_OBJECTS,mets-image
qk9x2fbw,Image,b28083040/FILE_0293_OBJECTS,mets-image
t8jvsrsa,Item,i1075460x,sierra-system-number
x28zsxep,Image,b32999525/FILE_0117_OBJECTS,mets-image
rbpm7tb3,Image,b19162157/FILE_0130_OBJECTS,mets-image
h6y7prax,Image,b21167102/FILE_0158_OBJECTS,mets-image
jvxuzv2w,Image,b28267862/FILE_0149_OBJECTS,mets-image
tta77ugh,Image,b21936183/FILE_0208_OBJECTS,mets-image
v3aa6frd,Image,b21503205/FILE_0070_OBJECTS,mets-image
xjbznuup,Image,b29295725/FILE_0078_OBJECTS,mets-image
xsghjdkb,Work,b1849362,sierra-system-number
wsfguznf,Image,b1977025x/FILE_0086_OBJECTS,mets-image
uz8cvfzp,Image,b32747457/FILE_0202_OBJECTS,mets-image
ms23s9uc,Image,b21500836/FILE_0062_OBJECTS,mets-image
s67cnht8,Image,b28060556/FILE_0331_OBJECTS,mets-image
gept9gua,Image,b28523751/FILE_0150_OBJECTS,mets-image
qtyt6mzv,Image,b18334222/FILE_0189_OBJECTS,mets-image
jzj2sh55,Item,i20800162,sierra-system-number
nqx32vum,Work,2208273,sierra-system-number
t2a3u33u,Item,b22358481,sierra-system-number
kvj35fqp,Item,L0031607,miro-image-number
qx886uxx,Image,b20417652/FILE_1070_OBJECTS,mets-image
eswgwsbc,Work,8b72377b-dbe0-41b1-9e86-08ecdca41923,calm-record-id
y2a866c2,Image,b2192028x/FILE_0074_OBJECTS,mets-image
n9sth5zg,Image,b22023495/FILE_0659_OBJECTS,mets-image
gbehb7z8,Image,b29195585/FILE_0046_OBJECTS,mets-image
yv38srbx,Image,b24391906/FILE_0910_OBJECTS,mets-image
efcaqwgg,Image,b3164188x/FILE_0076_OBJECTS,mets-image
pdfybwf2,Image,b10108282/FILE_0482_OBJECTS,mets-image
vapzdz52,Image,b21142464/FILE_0150_OBJECTS,mets-image
kpdmttx7,Image,b28073605/FILE_0404_OBJECTS,mets-image
bcnp76dy,Image,b21964269/FILE_0203_OBJECTS,mets-image
b6w789zg,Image,b20402739/FILE_0380_OBJECTS,mets-image
dpf978wj,Image,b29321955/FILE_0018_OBJECTS,mets-image
pscznnxh,Image,b21213239/FILE_0812_OBJECTS,mets-image
tz9u5m27,Image,b21450134/FILE_0120_OBJECTS,mets-image
hv7h5mc5,Image,b29308239/FILE_0286_OBJECTS,mets-image
hxqfz9he,Work,b2634495,sierra-system-number
g45fg6c8,Image,b21936900/FILE_0115_OBJECTS,mets-image
hk3phmvr,Work,b2418506,sierra-system-number
qbu75676,Item,1182114,sierra-system-number
mnckdt4z,Image,b24990395/FILE_0471_OBJECTS,mets-image
a9kvapee,Image,b19878151/FILE_0003_OBJECTS,mets-image
mp98d92v,Item,L0016927,miro-image-number
deqnc6ta,Image,b29317733/FILE_0042_OBJECTS,mets-image
nsttaj6u,Image,b21462124/FILE_0507_OBJECTS,mets-image
f22fyd4u,Image,b18392477/FILE_0269_OBJECTS,mets-image
tnyu6bcc,Image,b22387262/FILE_0001_OBJECTS,mets-image
yqfct75h,Image,b30280291/FILE_0025_OBJECTS,mets-image
eh87v86j,Image,b28067502/FILE_0041_OBJECTS,mets-image
hrpzxmps,Image,b21117573/FILE_0125_OBJECTS,mets-image
xkpw6jt3,Item,i13233245,sierra-system-number
h2ttgjjb,Item,L0022632,miro-image-number
dq7jbkvy,Item,i1784379,sierra-system-number
wrq335gm,Image,b30119443/FILE_0059_OBJECTS,mets-image
gsxf8bcj,Work,b33677074,sierra-system-number
fax2dd8q,Image,b21219540/FILE_0155_OBJECTS,mets-image
tb56jact,Image,b24990000/FILE_0351_OBJECTS,mets-image
egnawbnn,Image,b2265155x/FILE_0666_OBJECTS,mets-image
fdw7v72s,Work,b25601441,sierra-system-number
c7wf6b74,Image,b3037621x/FILE_0017_OBJECTS,mets-image
uj3ejqw8,Image,b30377092/FILE_0015_OBJECTS,mets-image
mtgdnrmd,Image,b28104365/FILE_0256_OBJECTS,mets-image
ta5mggx7,Image,b21288227/FILE_0351_OBJECTS,mets-image
urjnnyp5,Image,b28761406/FILE_0039_OBJECTS,mets-image
bq4ges2x,Image,b24750694/FILE_0206_OBJECTS,mets-image
nq9buvc5,Image,b2114493x/FILE_0254_OBJECTS,mets-image
na9cp2tu,Image,b22348931/FILE_0062_OBJECTS,mets-image
tu4ftxth,Work,N0016268,miro-image-number
ufnx3hr7,Image,b12663980/FILE_0295_OBJECTS,mets-image
hzhmyg6a,Image,b28068063/FILE_0068_OBJECTS,mets-image
f4vvcpn3,Image,b21013184/FILE_0325_OBJECTS,mets-image
gtygzrqu,Image,b2153729x/FILE_0315_OBJECTS,mets-image
xh6htgbq,Item,1426432,sierra-system-number
ps9fz5zq,Work,b1880794,sierra-system-number
hzcw3cnt,Concept,"nazer, isam r",label-derived
b8egqa47,Image,b2204288x/FILE_0259_OBJECTS,mets-image
wqbffz2f,Image,b29350840/FILE_0104_OBJECTS,mets-image
cqtces5f,Image,b30383845/FILE_0011_OBJECTS,mets-image
uq8w9ftx,Image,b18028287/FILE_0110_OBJECTS,mets-image
yfv3phvz,Image,b28083787/FILE_1006_OBJECTS,mets-image
b6ng9hjd,Item,b22935150,sierra-system-number
h4rmsqqn,Image,b21307003/FILE_0628_OBJECTS,mets-image
ynp2zq4v,Image,b22388187/FILE_0134_OBJECTS,mets-image
fjvmskcf,Image,b21469611/FILE_0055_OBJECTS,mets-image
muhhvzyg,Image,b21693961/FILE_0010_OBJECTS,mets-image
w9uf2yam,Image,b28477534/FILE_0046_OBJECTS,mets-image
kchfm959,Image,b21778838/FILE_0004_OBJECTS,mets-image
kcd2ywu9,Image,b19855199/FILE_0102_OBJECTS,mets-image
avabgmgv,Image,b3329222x/FILE_0222_OBJECTS,mets-image
ty6qqwgz,Image,b28779848/FILE_0331_OBJECTS,mets-image
a22kzjax,Image,b21720824/FILE_0096_OBJECTS,mets-image
jcdzthg6,Work,ebs1495609e,ebsco-alt-lookup
tseuttyf,Image,b33001327/FILE_0190_OBJECTS,mets-image
c4363dpj,Work,b32492091,sierra-system-number
d6yhceqf,Image,b21139052/FILE_0753_OBJECTS,mets-image
j9hasyvc,Image,b22392622/FILE_0042_OBJECTS,mets-image
jjkaj3bs,Work,b30345285,mets
jat69raf,Image,b32849436/FILE_0675_OBJECTS,mets-image
s47epe6w,Image,b28773457/FILE_0256_OBJECTS,mets-image
u7rv9v94,Image,b12180440/FILE_0110_OBJECTS,mets-image
y39wbpbz,Work,b1394547,sierra-system-number
ggvaeu5u,Image,b21359490/FILE_0099_OBJECTS,mets-image
gkucpbya,Image,b21116805/FILE_0128_OBJECTS,mets-image
mrq3vfd5,Image,b30318452/FILE_0031_OBJECTS,mets-image
dhu2jvgt,Image,b22335213/FILE_0094_OBJECTS,mets-image
hpe43cgu,Image,b28036657/FILE_0192_OBJECTS,mets-image
yydb9z3r,Image,b33280605/FILE_0559_OBJECTS,mets-image
crdbymsp,Work,b2485212,sierra-system-number
k2wzcaeh,Item,i1819766,sierra-system-number
wv3e74jr,Work,1176514,sierra-system-number
w8pvbnhe,Image,b21495683/FILE_0614_OBJECTS,mets-image
maj3vwpf,Image,b2241079x/FILE_0014_OBJECTS,mets-image
c2je4zjg,Image,b21463177/FILE_0089_OBJECTS,mets-image
sjzwm3yf,Image,b30499677/FILE_0240_OBJECTS,mets-image
w99u2npg,Work,2894914,sierra-system-number
myj6ykbf,Image,b21687547/FILE_0319_OBJECTS,mets-image
pqvck54e,Image,b30317058/FILE_0014_OBJECTS,mets-image
je8a8eec,Image,b32830531/FILE_0102_OBJECTS,mets-image
jqgzudp8,Image,b3135273x/FILE_0318_OBJECTS,mets-image
rjtx6c92,Image,b2439175x/FILE_1019_OBJECTS,mets-image
g6pngprn,Item,i1736258,sierra-system-number
gww8v5jh,Image,b18383348/FILE_0210_OBJECTS,mets-image
bry6nm8b,Image,b20414420/FILE_0552_OBJECTS,mets-image
hqvrvjt9,Image,b21081785/FILE_0073_OBJECTS,mets-image
mm9pspa2,Image,b29088070/FILE_0046_OBJECTS,mets-image
bkarj35y,Image,b20415138/FILE_0247_OBJECTS,mets-image
s3hxzdxd,Image,b30122521/FILE_0012_OBJECTS,mets-image
uvt8v8ea,Image,b21272876/FILE_0269_OBJECTS,mets-image
putdxyzq,Image,b21042883/FILE_0339_OBJECTS,mets-image
vcyhdyv8,Image,b20387520/FILE_0034_OBJECTS,mets-image
ackta5ya,Image,b21509852/FILE_0013_OBJECTS,mets-image
w9ka8kaw,Image,b19886615/FILE_0009_OBJECTS,mets-image
vjdg54rn,Image,b19822868/FILE_0003_OBJECTS,mets-image
mgczr5sz,Image,b30210045/FILE_0046_OBJECTS,mets-image
rrvzwfqd,Image,b21496948/FILE_0393_OBJECTS,mets-image
x2jejv4p,Work,b11807295,sierra-system-number
c9jxu2cr,Image,b33095371/FILE_0134_OBJECTS,mets-image
d3f7zwu7,Image,b30525238/FILE_0111_OBJECTS,mets-image
mc62jucg,Image,b21533866/FILE_0290_OBJECTS,mets-image
hnpfmc55,Image,b29967697/FILE_0031_OBJECTS,mets-image
q5dwdbuv,Image,b20265414/FILE_0113_OBJECTS,mets-image
gg6vf7ty,Image,b21068008/FILE_0112_OBJECTS,mets-image
tdhce85s,Image,b24935979/FILE_0159_OBJECTS,mets-image
py6vqfst,Image,L0021429,miro-image-number
eq7fhtmv,Image,b30041284/FILE_0018_OBJECTS,mets-image
cmdvtnby,Image,b21974469/FILE_0118_OBJECTS,mets-image
ymbrnkk6,Image,b21507260/FILE_0064_OBJECTS,mets-image
najd6gyn,Image,b21032075/FILE_0280_OBJECTS,mets-image
j29xk3sg,Image,b19836880/FILE_0056_OBJECTS,mets-image
zqs7hdhc,Image,b21710582/FILE_0041_OBJECTS,mets-image
zebt8jdm,Image,b21524130/FILE_0254_OBJECTS,mets-image
jg7wpfuq,Work,b1642537,sierra-system-number
mzcgzd2w,Work,b29212741,sierra-system-number
c58xtcnk,Image,b21274149/FILE_0048_OBJECTS,mets-image
rzshn7du,Image,b30519007/FILE_0050_OBJECTS,mets-image
ft5tkn8c,Image,b29344074/FILE_0111_OBJECTS,mets-image
fgmcudsf,Work,SAFIH/A/2/1/1,calm-ref-no
b6xsp5ft,Image,b28099989/FILE_0149_OBJECTS,mets-image
vbz689wu,Image,b30417983/FILE_0493_OBJECTS,mets-image
fuwka5g7,Image,b20413002/FILE_0038_OBJECTS,mets-image
n28psy4t,Image,b30499604/FILE_1175_OBJECTS,mets-image
usebkxzw,Work,b28979795,sierra-system-number
fujah3ug,Item,b23814214,sierra-system-number
ene4xby6,Image,b30497528/FILE_0243_OBJECTS,mets-image
bsp9g7ut,Work,1879129,sierra-system-number
mgprpq4y,Work,b22624983,sierra-system-number
yhpx9aeq,Work,b27188565,sierra-system-number
bq4bg2ek,Image,b3052412x/FILE_0277_OBJECTS,mets-image
